name_road;name_ward;type_ward;name_district;type_district;name_province;type_province;;;;
hẻm 165 lê quang sung;Phường 6;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
hẻm 165 nghĩa phát;Phường 6;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 165 nguyễn sỹ sách;Phường 15;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 165 nguyễn thái bình;Nguyễn Thái Bình;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
hẻm 165 nguyễn thị thập;Tân Phú;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
hẻm 165 tây thạnh;Tây Thạnh;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 165 đào duy anh;Phường 9;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 165 đường 3/2;Phường 11;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 165 đường số 28;Phường 6;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 165/32 đường 3/2;Phường 11;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 165/57 đường số 28;Phường 6;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 165/7a văn thân;Phường 8;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
hẻm 1651;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
hẻm 1651/1;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
hẻm 166;Bình Thọ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 166 bình thới;Phường 14;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 166 cao xuân dục;Phường 12;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 166 dương bá trạc;Phường 2;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 166 huỳnh văn nghệ;Phường 15;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 166 hồ bá kiện;Phường 15;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 166 lê lợi;Phường 3;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 166 lý thái tổ;Phường 1;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
hẻm 166 lý thái tổ;Phường 1;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 166 lưu hữu phước;Phường 15;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 166 nguyễn hữu cảnh;Phường 22;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 166 nguyễn kim;Phường 6;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 166 nhật tảo;Phường 8;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 166 thích quảng đức;Phường 4;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 166 tùng thiện vương;Phường 11;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 166 đào duy anh;Phường 9;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 166 đường phạm phú thứ;Phường 4;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
hẻm 166 đường phạm văn hai;Phường 3;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 166 đường số 4;Phường 16;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 166/1 huỳnh văn nghệ;Phường 12;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 166/1 lưu hữu phước;Phường 15;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 166/1/22 lưu hữu phước;Phường 15;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 166/27 lưu hữu phước;Phường 15;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 166/41 thích quảng đức;Phường 4;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 166/46 thích quảng đức;Phường 4;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 166/46c thích quảng đức;Phường 4;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 166/5 lê lợi;Phường 3;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 166/5 nguyễn thiện thuật;Phường 1;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
hẻm 166/8 bình thới;Phường 14;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 1669 tỉnh lộ 10;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 1669/4 tỉnh lộ 10;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 1669/7 tỉnh lộ 10;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 1669/7/4 tỉnh lộ 10;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 167;Linh Xuân;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 167 - tổ 9 đường số 339;Phước Long B;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 167 bùi đình túy;Phường 24;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 167 bến phú định;Phường 16;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 167 gò xoài;Bình Hưng Hoà A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 167 lý thái tổ;Phường 9;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 167 nguyễn văn thương;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 167 ngô tất tố;Phường 22;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 167 sư vạn hạnh;Phường 3;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 167 tô ký;Đông Hưng Thuận;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
hẻm 167 đường 26/3;Bình Hưng Hòa;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 167 đường d1;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 167 đường liên tỉnh 5;Phường 5;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 167 đường số 12;Bình Hưng Hòa;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 167/2 ngô tất tố;Phường 22;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 167/3 bùi đình túy;Phường 24;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 167/3 đường 26/3;Bình Hưng Hòa;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 167/30 bến phú định;Phường 16;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 167/3a;Tân Thuận Đông;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
hẻm 167/4 huỳnh văn nghệ;Phường 12;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 167/6;Tân Thuận Đông;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
hẻm 167/7 bến phú định;Phường 16;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 167/7/34 bến phú định;Phường 16;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 167/7/40 bến phú định;Phường 16;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 167/7a;Tân Thuận Đông;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
hẻm 1676 lê văn lương;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
hẻm 1677 tỉnh lộ 10;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 1677/2 tỉnh lộ 10;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 1678 phạm thế hiển;Phường 6;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 1679 phạm thế hiển;Phường 6;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 168;Linh Xuân;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 168;Phường 5;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
hẻm 168;Long Trường;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 168;Tân Quý;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 168 bình trị đông;Bình Trị Đông;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 168 bạch đằng;Phường 24;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 168 chiến lược;Bình Trị Đông;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 168 hàn hải nguyên;Phường 8;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168 lê thị bạch cát;Phường 11;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168 lê đình cẩn;Tân Tạo;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 168 lưu chí hiếu;Tây Thạnh;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 168 mễ cốc;Phường 15;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 168 nguyễn cư trinh;Nguyễn Cư Trinh;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
hẻm 168 nguyễn duy cung;Phường 12;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 168 trường chinh;Phường 13;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 168 trần bá giao;Phường 5;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 168 trần quý;Phường 6;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 168 võ thành trang;Phường 11;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 168 vạn kiếp;Phường 3;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 168 đoàn văn bơ;Phường 9;Phường;Quận 4;Quận;Hồ Chí Minh;City;;;;
hẻm 168 đường d2;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 168 đường số 12;Bình Hưng Hòa;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 168 đường số 4;Phường 16;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 168 đường số 8;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 168 đường tô ngọc vân;Linh Đông;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 168 đặng văn ngữ;Phường 14;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 168/1 hàn hải nguyên;Phường 8;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168/13 lê thị bạch cát;Phường 11;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168/13-15 lê thị bạch cát;Phường 11;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168/16 trần văn quang;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 168/25 lê thị bạch cát;Phường 11;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168/25/11 lê thị bạch cát;Phường 11;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168/25/17 lê thị bạch cát;Phường 11;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168/25/2 lê thị bạch cát;Phường 11;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168/25/5 lê thị bạch cát;Phường 11;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168/25/6 lê thị bạch cát;Phường 11;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168/25/7 lê thị bạch cát;Phường 11;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168/3 lê thị bạch cát;Phường 11;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 168/44 đường d2;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 168/7 lê đình cẩn;Tân Tạo;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 168/86 bình trị đông;Bình Trị Đông;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 168/9 đường số 8;Phường 11;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 168/96 bình trị đông;Bình Trị Đông;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 1685;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
hẻm 169;Tân Quý;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 169 bạch đằng;Phường 15;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 169 dương văn dương;Tân Quý;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 169 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 169 nguyễn tư giản;Phường 12;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 169 phạm văn hai;Phường 5;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 169 quân sự;Phường 11;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 169 thoại ngọc hầu;Phú Thạnh;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 169 đào duy từ;Phường 6;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 169 đường số 11;Bình Hưng Hòa;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 169 đồng đen;Phường 11;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 169/12 nguyễn tư giản;Phường 12;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 169/2 bạch đằng;Phường 15;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 169/36 nguyễn tư giản;Phường 12;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 169/41 nguyễn tư giản;Phường 12;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 169/6 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 169/6/5 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 169/6/9 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 169/62 nguyễn tư giản;Phường 12;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 1693;Trường Thạnh;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 1697/26;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
hẻm 1697/43;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
hẻm 1697/69;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
hẻm 1697/74;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
hẻm 1697/74/2 hẻm 1697/74;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
hẻm 1697/82;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
hẻm 1697/84;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
hẻm 17;Linh Xuân;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 17;Đông Hưng Thuận;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
hẻm 17;Long Thạnh Mỹ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 17;Tăng Nhơn Phú A;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 17 bùi cẩm hổ;Tân Thới Hoà;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17 cây keo;Tam Phú;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 17 cô giang;Cầu Ông Lãnh;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
hẻm 17 dương đình nghệ;Phường 8;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 17 gò dầu;Tân Quý;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17 huỳnh văn gấm;Tây Thạnh;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17 học lạc;Phường 14;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
hẻm 17 hồ văn huê;Phường 9;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 17 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17 lê lai;Phường 3;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 17 lê văn thọ;Phường 8;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 17 lý nam đế;Phường 7;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 17 lý thường kiệt;Phường 4;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 17 lương minh nguyệt;Tân Thới Hoà;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17 lương văn can;Phường 15;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 17 mê linh;Phường 19;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 17 mễ cốc;Phường 15;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 17 nghĩa hưng;Phường 6;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 17 nguyễn bỉnh khiêm;Phường 1;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 17 nguyễn huy tưởng;Phường 6;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 17 nguyễn háo vĩnh;Tân Quý;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17 nguyễn hữu tiến;Tây Thạnh;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17 nguyễn tư giản;Phường 12;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 17 nguyễn văn lượng;Phường 17;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 17 phạm thế hiển;Phường 1;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 17 thiên hộ dương;Phường 1;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 17 trần hữu trang;Phường 11;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 17 trần quang cơ;Phú Thạnh;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17 tân hòa đông;Tân Thới Hoà;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17 tân thuận tây;Bình Thuận;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
hẻm 17 tân trụ;Phường 15;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 17 tô hiệu;Tân Thới Hoà;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17 vĩnh viễn;Phường 2;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đông hưng thuận;Đông Hưng Thuận;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đường 277 minh phụng;Phường 2;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đường 762 hồng bàng;Phường 1;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đường d5;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đường liên tỉnh 5;Phường 5;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đường lũy bán bích;Tân Thới Hoà;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đường nguyễn thị minh khai;Bến Nghé;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đường số 1;Bình Hưng Hòa;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đường số 10;Trường Thọ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 17 đường số 12;Tăng Nhơn Phú A;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 17 đường số 14;Phường 5;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đường số 16b;Bình Hưng Hoà A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đường số 2;Bình Hưng Hoà A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đường số 3;Bình Hưng Hoà A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đường số 4;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đường số 7;Tam Bình;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 17 đường trường hanh;Long Thạnh Mỹ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 17 đường ụ ghe;Tam Phú;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 17 đồng xoài;Phường 13;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
hẻm 17 đỗ tấn phong;Phường 9;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
hẻm 17-tô ký;Đông Hưng Thuận;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
hẻm 17/1 nguyễn bỉnh khiêm;Phường 1;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 17/1 đường ụ ghe;Tam Phú;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 17/11 lý thường kiệt;Phường 4;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 17/15 gò dầu;Tân Quý;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17/18 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17/18/15 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17/18/15/14 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17/18/15/22 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17/18/15/26 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17/18/15/30 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17/2 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17/2 đường số 16;Bình Hưng Hoà A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17/2/47 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17/2/47/15 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17/2/47/5 liên khu 5-6;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17/22 đường số 2;Bình Hưng Hoà A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
hẻm 17/29 mễ cốc;Phường 15;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 17/3 gò dầu;Tân Quý;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17/37 gò dầu;Tân Quý;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17/44 gò dầu;Tân Quý;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17/5 lương minh nguyệt;Tân Thới Hoà;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
hẻm 17/5 nguyễn tư giản;Phường 12;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 17/5 phạm thế hiển;Phường 1;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
hẻm 17/7 thiên hộ dương;Phường 1;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
hẻm 170;Linh Xuân;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
hẻm 170;Trường Thạnh;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
